Age_Group,Gender,City_Tier,Occupation,Platform,Gamer_Identity,Mechanical_Keyboard,Setup_Value,Preferred_Aesthetic,Keycap_Material,Color_Theme,Aesthetic_Importance,Interested_Keycaps,Interested_Cables,Interested_DeskMat,Interested_RGB,Discount_Preference,Expected_Spending,Purchase_Interest
21-25,Female,Tier 3,Student,Mobile,5,No,50k-1L,Gaming,Metal,Dark,5,1,0,0,0,10-20%,4691.0,Likely
31-40,Female,Tier 1,Content Creator,Mobile,1,No,2L+,RGB,ABS,Dark,5,0,1,0,1,20-30%,2754.0,Unlikely
26-30,Prefer not to say,Tier 2,Student,PC,4,No,2L+,Minimal,PBT,Anime,3,1,1,0,0,Bundle,2890.0,Neutral
26-30,Female,Tier 2,Working Professional,PC,1,Yes,2L+,Anime,ABS,Anime,3,0,0,0,1,10-20%,2417.0,Very unlikely
16-20,Male,Tier 3,Student,PC,5,No,50k-1L,RGB,Not Sure,RGB,5,0,0,0,0,Bundle,4285.0,Neutral
40+,Male,Tier 3,Freelancer,Mobile,2,No,2L+,RGB,ABS,Anime,2,1,1,0,0,5-10%,2399.0,Unlikely
31-40,Male,Tier 2,Freelancer,Console,4,No,1L-2L,Minimal,ABS,Dark,5,1,1,0,0,20-30%,3729.0,Neutral
21-25,Male,Tier 2,Working Professional,Multiple,1,No,<20k,Professional,Not Sure,White,1,0,1,1,1,Bundle,2358.0,Very unlikely
26-30,Female,Tier 3,Freelancer,PC,4,No,<20k,Anime,Metal,Dark,4,0,1,0,0,Free Accessory,2961.0,Neutral
16-20,Male,Tier 1,Freelancer,PC,4,No,20k-50k,RGB,PBT,White,5,0,1,0,1,Free Accessory,4157.0,Neutral
16-20,Female,Tier 1,Content Creator,Console,4,No,1L-2L,Anime,Metal,RGB,5,0,1,0,0,5-10%,4161.0,Neutral
31-40,Male,Tier 1,Working Professional,Console,3,Yes,50k-1L,Professional,Metal,Custom,4,0,1,0,1,10-20%,4578.0,Unlikely
26-30,Male,Tier 3,Content Creator,PC,1,Yes,<20k,RGB,ABS,Anime,4,1,0,1,0,Bundle,2946.0,Unlikely
40+,Male,Tier 3,Content Creator,Mobile,1,No,2L+,Minimal,PBT,Anime,1,1,0,0,1,5-10%,2638.0,Very unlikely
26-30,Female,Tier 1,Student,Mobile,4,No,20k-50k,Anime,ABS,Dark,4,0,1,1,0,Free Accessory,4797.0,Neutral
31-40,Male,Tier 2,Working Professional,Multiple,2,No,20k-50k,Minimal,Not Sure,Dark,3,1,1,1,1,Free Accessory,4747.0,Unlikely
31-40,Male,Tier 2,Student,Mobile,4,Yes,<20k,Professional,Metal,White,5,0,0,1,1,Free Accessory,4601.0,Neutral
26-30,Male,Tier 1,Student,Mobile,3,Yes,1L-2L,Professional,Metal,Anime,4,1,1,1,0,20-30%,4149.0,Neutral
31-40,Male,Rural,Content Creator,Console,5,Yes,20k-50k,Anime,Not Sure,RGB,1,0,0,0,1,20-30%,4055.0,Unlikely
26-30,Male,Tier 1,Freelancer,Mobile,3,No,<20k,Professional,PBT,Dark,4,1,0,1,1,Free Accessory,4188.0,Neutral
21-25,Female,Tier 1,Working Professional,PC,2,No,1L-2L,Gaming,Metal,Anime,5,1,1,1,0,10-20%,3808.0,Neutral
26-30,Male,Tier 2,Freelancer,PC,4,Yes,<20k,Anime,Metal,Custom,2,0,0,0,1,20-30%,3568.0,Unlikely
26-30,Male,Tier 2,Content Creator,PC,1,No,<20k,Gaming,PBT,White,4,1,1,1,0,Bundle,2060.0,Unlikely
31-40,Male,Tier 1,Content Creator,Console,4,No,1L-2L,Professional,ABS,Dark,3,0,1,1,0,20-30%,4051.0,Unlikely
31-40,Male,Tier 2,Content Creator,PC,2,Yes,1L-2L,Anime,Not Sure,Dark,5,0,0,1,1,Bundle,3014.0,Unlikely
16-20,Female,Tier 2,Content Creator,Multiple,1,No,1L-2L,Gaming,PBT,RGB,1,1,0,1,1,20-30%,2402.0,Very unlikely
16-20,Male,Tier 1,Content Creator,PC,3,No,<20k,Professional,Not Sure,Dark,5,0,0,0,1,Free Accessory,4754.0,Unlikely
21-25,Male,Tier 1,Content Creator,PC,5,Yes,20k-50k,RGB,Not Sure,Anime,2,1,1,1,1,Bundle,3707.0,Neutral
16-20,Male,Tier 2,Freelancer,Console,5,Yes,50k-1L,RGB,Metal,Anime,1,1,1,0,1,10-20%,3188.0,Neutral
26-30,Prefer not to say,Tier 1,Student,PC,4,Yes,50k-1L,Minimal,PBT,Anime,2,0,1,0,0,20-30%,3318.0,Unlikely
31-40,Female,Tier 3,Freelancer,PC,3,No,<20k,RGB,Not Sure,Custom,2,1,1,0,0,20-30%,2767.0,Unlikely
16-20,Male,Tier 3,Working Professional,PC,2,No,<20k,Gaming,ABS,Custom,3,0,1,1,1,Free Accessory,1374.0,Unlikely
16-20,Male,Rural,Freelancer,Console,5,No,20k-50k,RGB,Not Sure,Dark,4,0,1,1,1,Bundle,4348.0,Neutral
21-25,Male,Tier 1,Content Creator,PC,3,Yes,1L-2L,Anime,Metal,Custom,3,1,1,0,1,Free Accessory,3677.0,Unlikely
21-25,Female,Rural,Freelancer,Mobile,4,No,<20k,Anime,ABS,Custom,3,0,0,0,1,Bundle,4078.0,Unlikely
26-30,Male,Tier 2,Student,Mobile,1,No,2L+,Anime,ABS,RGB,3,1,1,0,1,20-30%,2359.0,Unlikely
31-40,Male,Tier 1,Working Professional,PC,4,No,1L-2L,RGB,PBT,Custom,1,1,0,0,0,20-30%,2510.0,Unlikely
21-25,Male,Tier 1,Freelancer,PC,4,No,<20k,RGB,ABS,White,4,0,0,0,0,20-30%,3990.0,Unlikely
16-20,Male,Tier 1,Student,PC,3,No,2L+,Minimal,PBT,White,4,1,1,0,0,20-30%,2215.0,Neutral
31-40,Male,Tier 2,Freelancer,Mobile,5,No,20k-50k,Professional,PBT,White,1,0,0,1,1,5-10%,2872.0,Unlikely
31-40,Female,Tier 2,Working Professional,PC,3,No,2L+,Minimal,ABS,Dark,3,0,0,1,1,20-30%,2023.0,Unlikely
16-20,Male,Tier 1,Freelancer,PC,1,No,<20k,Gaming,PBT,Anime,3,0,0,1,1,20-30%,3050.0,Very unlikely
21-25,Male,Tier 2,Content Creator,Mobile,3,Yes,50k-1L,Anime,PBT,RGB,2,0,1,0,0,Bundle,2985.0,Unlikely
16-20,Male,Tier 1,Freelancer,Console,2,No,<20k,RGB,ABS,Dark,2,1,0,1,0,20-30%,3630.0,Unlikely
31-40,Prefer not to say,Tier 2,Student,PC,4,No,50k-1L,Professional,Metal,Anime,5,0,1,0,0,20-30%,4699.0,Neutral
40+,Male,Tier 1,Freelancer,PC,5,No,20k-50k,Professional,Not Sure,RGB,2,0,1,0,0,Bundle,2974.0,Unlikely
40+,Female,Tier 3,Student,Multiple,1,Yes,20k-50k,RGB,PBT,RGB,4,0,1,1,1,20-30%,2545.0,Unlikely
26-30,Male,Tier 3,Working Professional,Mobile,4,Yes,1L-2L,Minimal,PBT,RGB,1,1,0,0,1,20-30%,3270.0,Unlikely
16-20,Male,Tier 2,Freelancer,Mobile,3,Yes,1L-2L,Professional,ABS,White,3,1,0,1,1,Free Accessory,3212.0,Unlikely
16-20,Male,Tier 1,Working Professional,Console,2,Yes,50k-1L,Minimal,Not Sure,White,5,0,1,1,1,5-10%,3813.0,Unlikely
26-30,Male,Tier 1,Working Professional,Console,3,No,50k-1L,RGB,Not Sure,White,2,1,1,1,1,Bundle,3086.0,Unlikely
26-30,Male,Tier 3,Freelancer,Multiple,4,No,20k-50k,Minimal,PBT,RGB,5,1,1,0,1,Free Accessory,4820.0,Neutral
26-30,Female,Tier 1,Student,Multiple,1,Yes,2L+,Anime,ABS,RGB,1,0,0,0,0,10-20%,2159.0,Very unlikely
31-40,Male,Tier 1,Working Professional,PC,5,Yes,50k-1L,RGB,Metal,White,1,0,0,0,1,10-20%,3229.0,Unlikely
16-20,Male,Tier 1,Working Professional,Mobile,4,No,50k-1L,RGB,Not Sure,RGB,5,1,0,1,1,5-10%,4041.0,Neutral
31-40,Male,Tier 2,Freelancer,PC,1,Yes,2L+,Professional,Metal,White,5,1,0,0,1,10-20%,2398.0,Unlikely
26-30,Prefer not to say,Tier 2,Freelancer,PC,4,No,1L-2L,Professional,ABS,White,5,1,0,1,1,5-10%,4276.0,Neutral
16-20,Female,Tier 3,Freelancer,Mobile,2,Yes,1L-2L,Professional,Metal,White,3,0,0,0,1,10-20%,2938.0,Very unlikely
31-40,Male,Tier 1,Freelancer,PC,3,Yes,50k-1L,Anime,ABS,Anime,4,1,0,1,1,10-20%,3224.0,Neutral
31-40,Prefer not to say,Tier 1,Freelancer,Multiple,5,Yes,1L-2L,Anime,PBT,RGB,2,1,1,1,1,Free Accessory,3661.0,Neutral
26-30,Male,Tier 3,Content Creator,PC,1,Yes,1L-2L,Gaming,Metal,Dark,2,1,0,0,1,10-20%,2800.0,Very unlikely
16-20,Male,Tier 3,Freelancer,Console,5,No,1L-2L,RGB,PBT,White,2,1,1,0,0,5-10%,3876.0,Neutral
26-30,Female,Tier 1,Student,Multiple,5,Yes,20k-50k,Professional,PBT,Dark,5,0,0,1,0,20-30%,5000.0,Neutral
16-20,Female,Tier 2,Working Professional,Multiple,5,No,<20k,RGB,ABS,Anime,5,0,1,1,0,20-30%,4244.0,Neutral
40+,Male,Tier 1,Student,PC,1,No,50k-1L,Minimal,Metal,RGB,5,0,0,0,1,20-30%,2674.0,Unlikely
21-25,Male,Tier 3,Student,PC,1,Yes,50k-1L,Anime,Not Sure,White,3,1,0,1,0,5-10%,2030.0,Unlikely
21-25,Male,Tier 1,Content Creator,Mobile,5,Yes,20k-50k,Gaming,Metal,White,3,0,0,0,1,5-10%,4247.0,Unlikely
21-25,Female,Tier 3,Freelancer,PC,3,No,<20k,Minimal,Not Sure,White,3,1,1,0,0,20-30%,3424.0,Unlikely
26-30,Male,Tier 2,Working Professional,Multiple,4,No,<20k,RGB,PBT,Dark,3,1,0,1,0,10-20%,3107.0,Neutral
40+,Male,Tier 2,Student,Multiple,5,No,20k-50k,Anime,PBT,Anime,1,0,0,0,1,20-30%,2581.0,Unlikely
16-20,Male,Tier 1,Freelancer,PC,2,Yes,2L+,Professional,ABS,RGB,3,1,1,1,1,Bundle,3137.0,Unlikely
31-40,Male,Tier 2,Freelancer,PC,5,Yes,2L+,Minimal,Not Sure,Anime,3,1,0,0,1,5-10%,4425.0,Neutral
16-20,Male,Tier 2,Content Creator,PC,1,Yes,<20k,Anime,Metal,White,3,1,0,1,1,Bundle,2968.0,Unlikely
31-40,Female,Tier 1,Content Creator,Multiple,4,No,2L+,RGB,ABS,Anime,2,0,1,0,0,Bundle,3628.0,Unlikely
16-20,Male,Tier 2,Content Creator,PC,2,No,2L+,RGB,ABS,Dark,2,0,0,0,0,5-10%,3321.0,Very unlikely
40+,Male,Rural,Working Professional,PC,4,No,2L+,Minimal,ABS,Custom,2,0,1,1,1,20-30%,3711.0,Unlikely
31-40,Male,Tier 2,Student,PC,4,No,<20k,Minimal,Metal,Custom,4,0,1,0,0,Free Accessory,3736.0,Neutral
26-30,Female,Tier 2,Content Creator,Console,2,Yes,2L+,Minimal,ABS,RGB,1,0,1,1,0,Bundle,2368.0,Very unlikely
16-20,Male,Tier 1,Content Creator,PC,5,No,50k-1L,Gaming,Metal,RGB,5,0,0,1,0,20-30%,3671.0,Neutral
16-20,Male,Tier 2,Content Creator,PC,5,No,<20k,Professional,ABS,Anime,3,0,0,1,1,Free Accessory,3574.0,Unlikely
31-40,Female,Tier 1,Student,Multiple,5,Yes,20k-50k,Anime,Not Sure,RGB,2,0,1,1,1,Bundle,3878.0,Unlikely
26-30,Female,Tier 2,Student,Multiple,3,No,2L+,RGB,PBT,Dark,1,0,1,1,1,20-30%,2870.0,Very unlikely
26-30,Female,Tier 3,Content Creator,Mobile,5,No,1L-2L,RGB,Not Sure,White,3,0,0,0,0,Bundle,3002.0,Unlikely
40+,Female,Tier 2,Content Creator,PC,2,No,<20k,Professional,Not Sure,White,4,1,0,0,1,20-30%,3799.0,Unlikely
26-30,Male,Tier 1,Freelancer,PC,3,No,20k-50k,Minimal,ABS,Anime,5,0,0,0,1,10-20%,3446.0,Unlikely
26-30,Female,Tier 1,Content Creator,Mobile,5,Yes,50k-1L,Minimal,Not Sure,White,3,1,1,0,0,10-20%,4611.0,Neutral
26-30,Male,Tier 2,Working Professional,PC,3,No,20k-50k,RGB,Not Sure,Anime,5,1,0,0,1,5-10%,4321.0,Neutral
21-25,Female,Tier 2,Working Professional,Multiple,2,Yes,2L+,Professional,Not Sure,RGB,3,0,1,0,1,Free Accessory,1437.0,Unlikely
40+,Female,Tier 3,Content Creator,Mobile,5,No,1L-2L,RGB,ABS,RGB,4,0,1,0,1,Bundle,3757.0,Neutral
16-20,Female,Tier 3,Student,PC,1,Yes,2L+,Minimal,Metal,Dark,1,1,0,1,0,Bundle,1831.0,Very unlikely
31-40,Male,Tier 2,Freelancer,Multiple,2,No,20k-50k,Anime,PBT,White,5,0,0,1,1,20-30%,3203.0,Unlikely
16-20,Male,Tier 1,Student,Multiple,4,No,<20k,Minimal,PBT,Dark,5,0,1,1,0,Free Accessory,4158.0,Neutral
40+,Male,Tier 1,Content Creator,PC,4,No,1L-2L,Anime,Metal,Custom,1,1,1,0,0,Bundle,4061.0,Unlikely
31-40,Prefer not to say,Tier 1,Working Professional,Console,2,Yes,1L-2L,Gaming,Metal,Dark,5,0,0,1,0,Free Accessory,3384.0,Unlikely
40+,Female,Tier 1,Freelancer,PC,4,Yes,20k-50k,Professional,Not Sure,Anime,2,0,1,0,0,Free Accessory,3852.0,Unlikely
26-30,Male,Tier 2,Student,PC,2,No,2L+,Gaming,PBT,Anime,1,1,0,0,0,10-20%,2744.0,Very unlikely
31-40,Male,Tier 2,Student,PC,1,No,20k-50k,Minimal,Metal,Dark,4,1,0,0,0,Bundle,1656.0,Unlikely
26-30,Male,Tier 2,Content Creator,Console,2,No,1L-2L,Professional,Not Sure,RGB,3,1,1,1,1,Bundle,1720.0,Unlikely
16-20,Female,Tier 1,Freelancer,Multiple,5,Yes,20k-50k,Minimal,PBT,Custom,3,0,1,1,1,5-10%,3515.0,Neutral
16-20,Female,Tier 1,Working Professional,Console,5,No,1L-2L,Professional,ABS,Dark,1,1,0,1,0,Free Accessory,4142.0,Unlikely
31-40,Male,Tier 1,Content Creator,PC,3,No,2L+,Professional,ABS,RGB,2,0,1,0,0,20-30%,3058.0,Unlikely
31-40,Male,Tier 1,Freelancer,Mobile,4,No,<20k,Minimal,PBT,Dark,4,0,1,0,1,10-20%,3672.0,Neutral
40+,Female,Tier 3,Student,PC,4,No,<20k,Minimal,PBT,White,3,0,0,0,1,5-10%,3119.0,Unlikely
40+,Female,Tier 1,Content Creator,Mobile,2,No,20k-50k,Professional,ABS,Anime,3,1,1,0,1,10-20%,4064.0,Unlikely
26-30,Male,Tier 2,Student,PC,4,Yes,1L-2L,Professional,ABS,White,2,0,0,1,0,20-30%,3484.0,Unlikely
31-40,Male,Tier 1,Student,PC,5,Yes,<20k,Minimal,PBT,White,5,0,1,1,0,5-10%,5733.0,Neutral
16-20,Male,Tier 3,Content Creator,PC,1,No,1L-2L,Minimal,Not Sure,Custom,1,1,0,1,1,10-20%,2217.0,Very unlikely
40+,Male,Tier 2,Content Creator,Mobile,2,Yes,2L+,RGB,Metal,RGB,2,1,1,1,0,20-30%,2654.0,Unlikely
40+,Male,Tier 1,Content Creator,PC,4,No,20k-50k,RGB,Metal,Anime,2,0,1,0,0,5-10%,3812.0,Unlikely
16-20,Male,Tier 2,Content Creator,Mobile,5,No,1L-2L,RGB,PBT,White,2,1,1,0,0,20-30%,4068.0,Neutral
40+,Female,Tier 2,Content Creator,PC,3,No,20k-50k,Gaming,Metal,Anime,2,0,1,1,0,5-10%,3033.0,Unlikely
26-30,Male,Rural,Student,PC,4,No,1L-2L,Professional,ABS,RGB,5,0,1,0,1,Bundle,5205.0,Neutral
31-40,Female,Tier 1,Working Professional,Console,1,Yes,1L-2L,Anime,ABS,Dark,4,0,1,0,0,Bundle,3263.0,Unlikely
16-20,Male,Tier 3,Working Professional,Multiple,1,Yes,2L+,Gaming,Metal,White,2,1,1,1,0,10-20%,2639.0,Very unlikely
31-40,Male,Tier 3,Content Creator,Multiple,4,No,20k-50k,Professional,PBT,RGB,2,1,1,1,0,Free Accessory,3676.0,Unlikely
40+,Male,Tier 3,Student,PC,4,Yes,50k-1L,Anime,ABS,Anime,1,0,0,0,0,Free Accessory,3064.0,Very unlikely
40+,Male,Tier 2,Working Professional,PC,5,No,1L-2L,RGB,Not Sure,RGB,3,0,1,1,1,20-30%,3220.0,Neutral
16-20,Female,Tier 2,Working Professional,PC,4,No,1L-2L,Anime,Not Sure,Dark,5,0,1,1,0,5-10%,4038.0,Neutral
26-30,Prefer not to say,Tier 2,Working Professional,Console,3,Yes,<20k,Minimal,ABS,RGB,2,0,1,1,0,Bundle,3377.0,Unlikely
21-25,Male,Tier 3,Student,Console,5,Yes,20k-50k,Minimal,ABS,Anime,4,1,1,1,1,Free Accessory,4042.0,Neutral
16-20,Male,Tier 2,Content Creator,Multiple,2,No,50k-1L,Professional,Metal,White,4,1,1,1,0,Bundle,2354.0,Unlikely
21-25,Female,Tier 2,Content Creator,Multiple,3,No,2L+,Gaming,PBT,White,4,1,0,1,0,20-30%,3031.0,Neutral
21-25,Male,Tier 2,Content Creator,PC,5,Yes,50k-1L,RGB,Metal,Custom,1,1,0,1,0,20-30%,1885.0,Unlikely
26-30,Male,Tier 2,Freelancer,Console,5,No,2L+,Professional,PBT,Anime,4,1,1,1,0,5-10%,4057.0,Neutral
21-25,Female,Tier 3,Freelancer,Mobile,1,No,50k-1L,RGB,Not Sure,Custom,1,0,1,1,1,Free Accessory,1951.0,Very unlikely
21-25,Male,Tier 1,Freelancer,Mobile,5,No,50k-1L,Minimal,Not Sure,Custom,5,1,1,0,1,20-30%,4462.0,Likely
26-30,Male,Tier 3,Student,PC,3,Yes,20k-50k,Gaming,PBT,Dark,4,0,1,1,1,20-30%,4044.0,Unlikely
21-25,Male,Tier 2,Working Professional,PC,4,Yes,<20k,Gaming,Metal,Anime,3,0,0,1,0,Bundle,3923.0,Unlikely
21-25,Female,Tier 3,Working Professional,PC,3,No,50k-1L,Minimal,ABS,White,2,1,1,1,0,10-20%,3036.0,Unlikely
21-25,Male,Tier 2,Student,PC,2,No,1L-2L,Anime,PBT,Anime,5,1,0,0,1,Free Accessory,2286.0,Neutral
16-20,Male,Tier 1,Student,PC,5,No,1L-2L,Gaming,Metal,Dark,3,0,1,1,1,5-10%,3961.0,Neutral
16-20,Female,Tier 3,Content Creator,PC,5,No,1L-2L,Anime,Not Sure,Anime,5,0,0,1,0,5-10%,3775.0,Neutral
16-20,Male,Tier 1,Content Creator,Mobile,5,No,<20k,RGB,ABS,Anime,4,0,0,0,0,Bundle,3660.0,Neutral
26-30,Female,Tier 3,Freelancer,PC,5,Yes,50k-1L,Gaming,Not Sure,Custom,5,1,0,0,0,5-10%,4271.0,Likely
40+,Male,Tier 2,Freelancer,PC,1,No,2L+,Minimal,PBT,Anime,5,1,1,1,0,20-30%,1572.0,Neutral
21-25,Prefer not to say,Tier 2,Student,PC,1,No,2L+,Anime,Not Sure,Custom,5,1,1,0,0,Free Accessory,2795.0,Neutral
21-25,Male,Tier 1,Freelancer,Mobile,4,No,20k-50k,RGB,Not Sure,Custom,1,1,1,0,0,5-10%,4098.0,Unlikely
26-30,Male,Tier 2,Working Professional,Mobile,5,Yes,<20k,RGB,PBT,RGB,3,0,1,0,0,Free Accessory,3880.0,Neutral
21-25,Male,Tier 1,Student,Console,2,No,50k-1L,Gaming,ABS,Dark,4,1,1,0,0,5-10%,2611.0,Unlikely
16-20,Male,Tier 1,Student,PC,4,Yes,1L-2L,Gaming,PBT,Custom,2,0,0,0,0,10-20%,3558.0,Unlikely
40+,Female,Tier 1,Working Professional,Multiple,5,Yes,<20k,Professional,Metal,Anime,4,1,0,1,0,10-20%,4449.0,Neutral
31-40,Prefer not to say,Tier 1,Content Creator,PC,1,No,<20k,Professional,PBT,Custom,4,1,0,0,1,Free Accessory,2101.0,Unlikely
21-25,Male,Rural,Content Creator,PC,2,No,50k-1L,Gaming,PBT,Custom,1,1,1,1,0,10-20%,2632.0,Very unlikely
16-20,Male,Rural,Working Professional,PC,4,No,20k-50k,Professional,ABS,Custom,1,0,0,1,0,10-20%,2836.0,Very unlikely
31-40,Female,Tier 1,Working Professional,PC,2,No,20k-50k,Minimal,Metal,White,5,0,1,1,0,20-30%,3019.0,Unlikely
40+,Female,Tier 2,Freelancer,PC,5,Yes,20k-50k,Minimal,Not Sure,White,4,1,0,0,1,5-10%,4293.0,Neutral
31-40,Male,Tier 1,Student,Multiple,3,Yes,1L-2L,Professional,Not Sure,White,3,0,1,1,0,10-20%,4629.0,Unlikely
16-20,Male,Tier 2,Freelancer,Mobile,2,Yes,1L-2L,Gaming,Not Sure,White,1,0,0,0,1,Free Accessory,2766.0,Very unlikely
31-40,Male,Tier 3,Working Professional,PC,2,Yes,50k-1L,Minimal,Not Sure,RGB,1,1,1,1,0,20-30%,2450.0,Very unlikely
26-30,Male,Tier 3,Freelancer,Multiple,1,No,20k-50k,RGB,ABS,Custom,3,1,0,1,1,10-20%,2722.0,Unlikely
31-40,Male,Tier 2,Working Professional,PC,5,No,50k-1L,Gaming,Metal,RGB,1,0,0,1,1,Free Accessory,4052.0,Unlikely
21-25,Male,Tier 3,Freelancer,PC,2,No,20k-50k,Anime,ABS,Anime,3,1,0,0,0,5-10%,2937.0,Unlikely
21-25,Male,Tier 1,Freelancer,Console,5,Yes,<20k,Anime,PBT,Dark,2,0,1,1,1,10-20%,2790.0,Unlikely
26-30,Female,Rural,Content Creator,Mobile,1,No,2L+,Gaming,Metal,RGB,3,0,0,0,1,Free Accessory,1657.0,Very unlikely
16-20,Male,Tier 1,Working Professional,PC,5,No,2L+,Professional,Metal,White,2,1,0,0,0,Free Accessory,4029.0,Neutral
21-25,Male,Tier 2,Freelancer,PC,1,No,20k-50k,Minimal,Not Sure,White,5,0,0,0,0,Bundle,1797.0,Unlikely
40+,Male,Tier 2,Student,Mobile,1,Yes,50k-1L,Minimal,Not Sure,Anime,5,1,1,1,0,Free Accessory,2193.0,Neutral
21-25,Male,Tier 2,Freelancer,Mobile,4,No,1L-2L,Gaming,Not Sure,Custom,1,0,0,1,0,Bundle,2319.0,Very unlikely
21-25,Male,Tier 1,Freelancer,Mobile,5,Yes,20k-50k,RGB,Not Sure,Dark,3,0,1,1,0,5-10%,4014.0,Neutral
16-20,Male,Tier 3,Student,PC,3,No,20k-50k,Professional,PBT,RGB,1,0,0,1,0,5-10%,2382.0,Very unlikely
31-40,Male,Tier 1,Working Professional,PC,4,No,1L-2L,RGB,Not Sure,Custom,3,0,0,0,1,20-30%,3505.0,Unlikely
21-25,Male,Tier 2,Content Creator,PC,1,Yes,20k-50k,Gaming,ABS,Custom,1,0,1,1,1,Bundle,2359.0,Very unlikely
26-30,Male,Tier 1,Content Creator,PC,3,No,<20k,Gaming,Metal,RGB,5,0,1,0,0,Free Accessory,3505.0,Neutral
31-40,Male,Tier 1,Content Creator,Multiple,2,Yes,1L-2L,RGB,PBT,RGB,5,1,0,0,0,20-30%,3063.0,Neutral
40+,Female,Tier 2,Student,Console,2,Yes,<20k,Anime,PBT,RGB,1,0,1,1,0,20-30%,1884.0,Very unlikely
16-20,Male,Tier 2,Freelancer,PC,4,Yes,2L+,Gaming,Metal,RGB,3,0,1,1,0,5-10%,3994.0,Unlikely
40+,Female,Tier 1,Working Professional,Mobile,3,No,1L-2L,Professional,Metal,White,4,0,1,0,1,Free Accessory,3537.0,Unlikely
31-40,Male,Tier 1,Freelancer,Console,5,No,1L-2L,RGB,Metal,Custom,3,1,0,0,1,Bundle,3002.0,Neutral
31-40,Male,Tier 2,Content Creator,PC,3,No,50k-1L,Anime,PBT,Custom,1,0,0,1,0,5-10%,2939.0,Very unlikely
31-40,Male,Tier 3,Freelancer,Mobile,4,No,50k-1L,RGB,ABS,White,3,0,0,1,1,20-30%,3567.0,Unlikely
40+,Male,Tier 3,Student,Mobile,5,No,1L-2L,Anime,ABS,Custom,2,0,1,1,1,10-20%,3780.0,Unlikely
31-40,Female,Tier 1,Student,Mobile,5,No,2L+,Anime,Metal,RGB,3,1,1,0,0,20-30%,3937.0,Neutral
40+,Female,Tier 1,Working Professional,PC,2,Yes,20k-50k,Professional,PBT,Dark,5,1,1,0,0,10-20%,2894.0,Neutral
31-40,Female,Tier 1,Working Professional,Console,3,Yes,50k-1L,Gaming,Not Sure,Custom,5,1,1,1,1,5-10%,4554.0,Neutral
26-30,Male,Tier 1,Content Creator,Mobile,5,Yes,2L+,Anime,PBT,Dark,2,0,0,0,0,Bundle,4042.0,Unlikely
31-40,Male,Tier 2,Working Professional,PC,4,No,2L+,Gaming,Metal,Dark,3,0,1,0,0,Free Accessory,3787.0,Unlikely
40+,Male,Tier 2,Freelancer,PC,2,Yes,50k-1L,Professional,PBT,White,4,0,0,0,0,10-20%,2206.0,Unlikely
21-25,Male,Tier 1,Student,Mobile,5,Yes,20k-50k,Gaming,PBT,Anime,3,1,1,0,1,Free Accessory,3749.0,Neutral
31-40,Male,Tier 1,Student,PC,3,Yes,50k-1L,Minimal,PBT,Custom,5,0,0,1,1,5-10%,3867.0,Unlikely
21-25,Male,Tier 1,Student,Mobile,2,No,2L+,Anime,Not Sure,White,5,1,0,0,1,5-10%,2917.0,Neutral
26-30,Male,Tier 3,Working Professional,Console,3,No,<20k,Professional,Metal,White,1,1,1,1,1,5-10%,2864.0,Unlikely
16-20,Male,Rural,Student,PC,3,No,50k-1L,RGB,Metal,Dark,5,0,1,1,0,Bundle,3780.0,Neutral
26-30,Female,Tier 1,Student,PC,3,Yes,2L+,Professional,Metal,Custom,1,0,1,0,0,10-20%,2990.0,Very unlikely
31-40,Prefer not to say,Tier 1,Student,Mobile,2,Yes,50k-1L,Anime,ABS,White,5,1,0,1,1,Free Accessory,3151.0,Neutral
21-25,Female,Tier 3,Content Creator,PC,5,No,2L+,Professional,ABS,RGB,5,0,1,1,1,20-30%,3521.0,Neutral
21-25,Male,Tier 3,Content Creator,Console,1,No,20k-50k,RGB,Metal,White,4,1,0,1,0,5-10%,3043.0,Unlikely
40+,Male,Tier 2,Working Professional,Mobile,5,Yes,2L+,Minimal,PBT,RGB,1,1,1,0,1,Free Accessory,4825.0,Neutral
21-25,Male,Tier 1,Student,Mobile,2,No,1L-2L,Anime,PBT,Anime,1,0,0,1,1,Free Accessory,2408.0,Very unlikely
40+,Female,Tier 1,Working Professional,Multiple,1,No,<20k,Anime,Metal,RGB,5,0,1,0,1,Bundle,3660.0,Unlikely
16-20,Male,Tier 2,Student,Console,1,Yes,2L+,Professional,Not Sure,RGB,1,0,0,1,1,10-20%,1804.0,Very unlikely
31-40,Male,Tier 1,Student,PC,1,Yes,50k-1L,Gaming,Not Sure,Dark,5,0,0,1,1,Bundle,3481.0,Unlikely
40+,Female,Tier 1,Student,Multiple,4,Yes,50k-1L,Gaming,PBT,White,5,0,0,1,1,Bundle,3792.0,Neutral
16-20,Male,Tier 2,Working Professional,Mobile,2,No,2L+,RGB,PBT,Anime,3,0,1,1,1,Free Accessory,2943.0,Unlikely
21-25,Male,Tier 1,Working Professional,PC,4,No,1L-2L,Minimal,ABS,White,1,0,0,0,0,10-20%,3028.0,Very unlikely
21-25,Male,Tier 3,Student,PC,1,No,2L+,Minimal,Not Sure,RGB,2,1,1,1,0,10-20%,3001.0,Very unlikely
16-20,Male,Tier 1,Freelancer,Mobile,4,No,20k-50k,Professional,PBT,RGB,1,0,0,1,0,10-20%,2690.0,Very unlikely
